Title,Date,Press,Description
[속보]올해 노벨 화학상에 구글 딥마인드 허사비스 등 3인…AI로 단백질...,2024.10.09.,경향신문언론사 선정,올해 노벨 화학상 수상의 영예는 몸속 필수 성분인 단백질의 구조를 분석한 연구자 3명에게 돌아갔다. 수상자에는 세계 인공지능(AI) 흐름을 주도하고 있는 데미스 허사비스 구글 딥마인드 최고경영자(CEO)가 포함됐다. 스웨덴 왕립과학원 노벨위원회는 9일(현지시간) 데이비드 베이커 미국 워싱턴대...
[속보] 북 “9일부터 南연결 도로·철길 단절…요새화 공사 진행”,2024.10.09.,매일경제언론사 선정,북한이 남측과 연결되는 도로·철도를 완전히 끊고 남쪽 국경을 완전히 차단·봉쇄하는 요새화 공사를 진행한다고 선언했다. 9일 조선중앙통신에 따르면 조선인민군 총참모부는 보도문을 통해 “9일부터 대한민국과 연결된 우리측 지역의 도로와 철길을 완전히 끊어버리고 견고한 방어축성물들로 요새화하는...
"[속보] MBK ""고려아연·영풍정밀 공개매수 가격 추가 인상 안 한다""",2024.10.09.,중앙일보언론사 선정,"고려아연 경영권 분쟁을 벌이고 있는 글로벌 사모펀드 운용사 MBK가 9일 “앞으로 고려아연 및 영풍정밀의 공개매수 가격을 더 이상 올리지 않겠다”고 선언했다. MBK 파트너스 측은 이날 보도자료를 통해 “저희가 제시한 고려아연의 주당 83만원, 영풍정밀 주당 3만원의 공개매수 가격은 각 회사의 오늘 현재..."
"[속보] MBK ""고려아연·영풍정밀 공개매수가 추가 인상 없다""",2024.10.09.,한국경제언론사 선정,"MBK파트너스(이하 MBK)가 고려아연과 영풍정밀의 공개매수가격을 더 올리지 않겠다고 9일 밝혔다. MBK는 이날 입장문을 내고 ""고려아연의 주당 83만원, 영풍정밀 주당 3만원의 공개매수가격은 각 회사의 현재 적정가치 대비 충분히 높은 가격""이라며 공개매수가 추가 인상은 없다고 선언했다. 공개매수가를 현재..."
"[속보] 한국, 세계국채지수 `WGBI` 편입 성공",2024.10.09.,디지털타임스언론사 선정,한국이 세계국채지수(WGBI) 편입에 성공했다. 도전 4년 만에 이룬 성과다. WGBI는 세계 3대 채권지수로 운용자금이 2조5000억달러에 이르는 것으로 알려졌다. 정부는 이번 지수 편입으로 90조원에 달하는 해외 자금이 한국 채권시장에 유입될 것으로 기대하고 있다. 글로벌 지수 제공업체인 영국...
"[속보] 한국, 세계국채지수 ‘WGBI’ 편입 성공",2024.10.09.,매일경제언론사 선정,
"[속보] 尹대통령, 라오스 도착…아세안 정상회의 등 참석",2024.10.09.,헤럴드경제언론사 선정,윤석열 대통령과 김건희 여사가 9일(현지시간) 아세안(ASEAN·동남아시아국가연합) 정상회의 참석차 라오스에 도착했다.
"[속보] 韓증시, FTSE ‘관찰 대상국’ 지정 피했다…“공매도 문제 해결...",2024.10.09.,한국경제언론사 선정,"한국 주식시장이 영국 FTSE(파이낸셜타임즈 스톡익스체인지) 러셀로부터 ‘관찰 대상국’ 지정을 피하면서 ‘선진시장’ 지위를 유지했다. 공매도 금지 여파로 관찰 대상국에 지정돼 2009년 이후 15년 만에 선진시장에서 강등당할 우려가 제기됐지만, 간신히 이를 피한 것이다. 글로벌 지수 제공업체인..."
"[속보] 한국, FTSE 세계국채지수 편입",2024.10.09.,뉴시스언론사 선정,후속기사가 이어집니다
"[속보] 尹 ""한중관계, 상호존중·국제규범 입각한 공동이익 추구""",2024.10.09.,한국경제언론사 선정,"싱가포르를 국빈 방문 중인 윤석열 대통령이 9일(현지시간) 한중 관계와 관련해 ""한미 관계뿐만 아니라 대중 관계에서도상호존중과 국제규범 원칙에 입각한 공동의 이익 추구 차원의 관계를 만들어가고 있다""고 말했다. 윤 대통령은 이날 시내 호텔에서 싱가포르 정부 산하 동남아시아연구소가 주최한 '싱가포르..."
"[속보]윤 ""통일한반도 실현, 인태지역 번영에 강력한 추동력""",2024.10.09.,뉴시스언론사 선정,후속기사가 이어집니다
"[속보] 한동훈 “김건희 여사 공개활동 자제, 필요하다 생각”",2024.10.09.,부산일보언론사 선정,"한동훈 국민의힘 대표는 9일 당 일각에서 윤석열 대통령 부인 김건희 여사가 공개 활동을 자제해야 한다는 요구가 나오는 데 대해 ""저도 그렇게 생각한다""고 말했다. 한 대표는 이날 윤일현 부산 금정구청장 후보 선거사무소에서 기자들과 만나 '친한(한동훈)계 의원들이 김 여사가 활동을 자제했으면 좋겠다고..."
"[속보] 북 ""9일부터 南연결 도로·철길 단절…요새화 공사 진행""",2024.10.09.,연합뉴스언론사 선정,
"[속보] 윤 대통령, 10일부터 캐나다·호주 등 6개국과 순차 양자회담",2024.10.09.,뉴스1언론사 선정,
"[속보] 尹 ""통일 한반도, 인태 번영 촉진제""",2024.10.09.,파이낸셜뉴스,"윤석열 대통령은 8일 통일 한반도가 인도태평양 지역 발전의 '촉진제'가 될 것이라고 강조했다. 김태효 국가안보실 1차장에 따르면, 윤 대통령은 이날 싱가포르 정부 산하 동남아연구소 주최 '싱가포르 렉처' 연사로 나서 ""8·15 통일 독트린이 추구하는 자유통일 한반도가 인태 지역의 자유·평화·번영을..."
"[속보] 2024 노벨 화학상 공로…""단백질 설계·AI로 구조 예측""",2024.10.09.,뉴스1언론사 선정,
[속보] 노벨화학상에 베이커·허사비스·점퍼 3인 공동수상,2024.10.09.,한국경제언론사 선정,"올해 노벨화학상은 인공지능(AI)으로 단백질 구조를 만들고 분석하는 데 기여한 데이비드 베이커 워싱턴대 교수와 구글의 AI기업 딥마인드의 데이스 하사비스 최고경영자(CEO), 존 점퍼 수석연구원에게 돌아갔다. 스웨덴 왕립과학원 노벨위원회는 이 같은 공로로 세 사람을 공동 수상자로 선정했다고 9일..."
"클롭 감독,'레드불' 글로벌 축구 총책임자 됐다[속보]",2024.10.09.,스포츠조선,"영국 BBC뉴스 속보에 따르면 클롭 감독은 2025년 1월 1일부로 이 직책을 맡게 된다. 레드불의 국제축구 클럽 네트워크를 총괄하는 자리로 클럽들의 전략적 비전을 제시하고 개별 스포츠 디렉터들이 레드불의 철학을 발전시킬 수 있도록 지원하는 역할을 할 예정이다. 레드불 측은 ""클롭 감독이 구단들의 일상적인..."
"[속보] 북한 ""韓 연결 도로·철길 완전 단절…오늘부터 요새화 공사""",2024.10.09.,뉴스1언론사 선정,
"[속보] 尹-이시바, 첫 회담 예정..아세안 관련 정상회의 계기 6개국 양자...",2024.10.09.,파이낸셜뉴스언론사 선정,윤석열 대통령은 9일 아세안(ASEAN·동남아시아국가연합) 관련 정상회의 참석을 위해 라오스를 방문했다. 이번 다자회의를 계기로 이시바 시게루 신임 일본 총리와 첫 대면할 예정이다. 윤 대통령과 김건희 여사는 이날 아세안 관련 정상회의가 개최되는 라오스 비엔티안의 와타이 국제공항에 도착했다. 윤...
[속보] 일본 중의원 해산…이달 27일 총선거 실시,2024.10.09.,서울경제언론사 선정,
"[속보]MBK ""고려아연·영풍정밀 공개매수가 추가 상향 없다""",2024.10.09.,뉴스1언론사 선정,
"[속보]윤 ""통일한반도 실현되면 자유 가치 확장하는 역사적 쾌거""",2024.10.09.,뉴시스,후속기사가 이어집니다
"[속보]尹대통령-이시바 日총리, 라오스서 첫 정상회담",2024.10.09.,아시아경제언론사 선정,
"[속보] 총리실, 대한체육회 비위 첩보 조사 착수…수사 의뢰 가능성",2024.10.09.,디지털타임스,국무총리실이 대한체육회 관련 비위 첩보를 받고 조사에 착수한 것으로 9일 알려졌다. 연합뉴스에 따르면 총리실 산하 국무조정실 공직복무관리관실은 최근 송파구 대한체육회 사무실에 조사관을 파견해 현장 조사를 진행했다고 9일 정부 관계자가 전했다. 공직복무관리관실은 정부 기관·공공기관 및 산하 단체...
"[속보] 尹, 싱가포르 국빈 방문 마무리…라오스로 출발",2024.10.09.,헤럴드경제,"윤석열 대통령이 9일(현지시간) 싱가포르 국빈 방문 일정을 마치고 라오스로 출발했다. 윤 대통령과 부인 김건희 여사는 이날 오후 대통령 전용기인 공군 1호기 편을 타고 라오스로 출발했다. 윤 대통령은 2박 3일간 싱가포르 국빈 방문 일정을 계기로 양국간 공급망 파트너십을 체결, 급변하는 역내 공급망..."
"[속보] 尹 “8·15독트린, 北 위협 아닌 자유주의 체제 확장”",2024.10.09.,헤럴드경제언론사 선정,"尹 “8·15독트린, 北 위협 아닌 자유주의 체제 확장”"
"[속보]한국, 세계국채지수(WGBI) 편입…내년11월부터",2024.10.09.,파이낸셜뉴스언론사 선정,
"[속보] 윤석열 “中, 北 도와 우리 국군과 싸웠지만 안보·경제·투자 등...",2024.10.09.,국제신문언론사 선정,"윤석열 “中, 北 도와 우리 국군과 싸웠지만 안보·경제·투자 등 모든 분야서 중요” 싱가포르를 국빈 방문 중인 윤석열 대통령은 9일(현지시간) 한중 관계와 관련해 “한미 관계뿐만 아니라 대중 관계에서도상호존중과 국제규범 원칙에 입각한 공동의 이익 추구 차원의 관계를 만들어가고 있다”고 말했다. 윤..."
"[속보]윤, 싱가포르 국빈방문 마치고 아세안 회의 참석차 라오스행",2024.10.09.,뉴시스언론사 선정,후속기사가 이어집니다
[속보] 尹 “통일 한반도 실현되면 국제사회 평화 획기적 진전”,2024.10.09.,헤럴드경제언론사 선정,尹 “통일 한반도 실현되면 국제사회 평화 획기적 진전”
"[속보] 尹 “한중관계, ‘상호존중’과 ‘국제규범’ 입각한 공동이익 ...",2024.10.09.,세계일보언론사 선정,"윤석열 대통령. 뉴시스 尹 “한중관계, ‘상호존중’과 ‘국제규범’ 입각한 공동이익 추구”"
"[속보] 김민재, 10월 홍명보호 '캡틴' 됐다...부주장은 이재성",2024.10.09.,엑스포츠뉴스,"10월 홍명보호의 주장은 김민재다. 홍명보 감독은 8일 요르단 암만 현지에서 훈련을 진행하기에 앞서 취재진을 만나 10월 A대표팀의 주장직을 김민재에게 맡겼다고 밝혔다. 부주장은 이재성이다. 홍 감독은 ""오늘 코칭 스태프들과 선수들이 모여 전체 회의를 했고, 김민재 선수가 주장이 됐다고 통보했다...."
"[속보][뉴욕증시] 유가 4.6% 급락 힘입어 일제히 반등…나스닥, 1.5%↑",2024.10.09.,파이낸셜뉴스언론사 선정,
"[속보] 북 ""요새화 공사 미군에 전화통지…우발충돌 방지위해""",2024.10.09.,연합뉴스,
"[속보] '11회 심우준 끝내기' KT, LG 제압…준PO 최종 5차전 간다",2024.10.09.,뉴스1,
[속보] FTSE 韓 주식 선진시장 지위 유지…공매도 제한은 언급,2024.10.09.,연합뉴스,
"[속보] 유가 급락, 미증시 일제 상승…나스닥 1.45%↑",2024.10.09.,뉴스1,
"[속보] 엔비디아 또 4% 이상 급등, 5일 연속 랠리",2024.10.09.,뉴스1,
"[속보] 세계국채지수 WGBI 편입 , FTSE 러셀 ""뉴욕증시 추종 자금 2.5조 달...",2024.10.09.,글로벌이코노믹,"한국, 세계국채지수 'WGBI' 편입…""내년 11월부터"" 한국이 세계 최대 채권지수인 ‘세계국채지수(WGBI)’ 편입에 성공했다. 지난 2022년 9월 편입 직전 단계인 ‘관찰 대상국’에 지정된 이후 2년 여 만이다. 앞서 영국 파이낸셜타임스가 스톡익스체인지(FTSE) 러셀이 한국을 세계국채지수(WGBI)에 편입할..."
"[속보]S&P500, 다시 사상 최고",2024.10.09.,파이낸셜뉴스,
[속보]국제유가 급락에…나스닥 1.5%↑·엔비디아 4.1%↑,2024.10.09.,이데일리,8일(현지시간) 뉴욕증시가 일제히 상승했다. 5거래일 연속 치솟던 국제유가가 이날 4% 급락하면서 불안했던 투자심리가 다시 살아난 분위기다. 8일(현지시간) 뉴욕증권거래소에서 블루칩을 모아놓은 다우존스 30산업평균지수는 전거래일 대비 0.30% 상승한 4만2080.37에 장을 마감했다. 대형주...
"[속보] 충격! ESPN ""맨유 텐 하흐 경질 X, 시간 더 주기로 결정"" 수뇌부...",2024.10.09.,스포티비뉴스,"맨체스터 유나이티드가 에릭 텐 하흐 감독과 동행하기로 결정했다. 휴가를 떠난 사이에 경질설이 불거졌지만 일단은 더 시간을 주기로 결정한 모양이다. 글로벌 스포츠 매체 'ESPN'은 9일(한국시간) ""맨체스터 유나이티드 고위 관계자들이 텐 하흐 감독 경질을 발표하지 않기로 이미 합의했다. 짐 랫클리프 구단주..."
[속보] 비니시우스 발롱도르 확신…레알 마드리드 ‘축하 파티’ 준비한...,2024.10.09.,골닷컴,비니시우스 주니오르(24·레알 마드리드)가 세계 축구 최고 권위를 자랑하는 발롱도르를 수상하는 분위기다. 레알 마드리드가 비니시우스의 발롱도르 수상을 확신하면서 ‘축하 파티’를 준비하고 있는 것으로 전해졌다. 9일(한국시간) 스페인 매체 렐레보에 따르면 레알 마드리드는 비니시우스가...
"[속보] 이스라엘 ""헤즈볼라는 지도자 없는 조직...후계자도 제거돼""",2024.10.09.,펜앤드마이크,"이스라엘 국방장관 요아브 갈란트는 레바논 무장단체 헤즈볼라의 차기 수장으로 거론되던 하심 사피에딘이 사망했을 가능성이 크다고 밝혔다. 8일(현지시간) 타임스오브이스라엘과 하레츠 등 현지 매체에 따르면, 갈란트 장관은 이스라엘군 북부사령부를 방문한 자리에서 ""헤즈볼라는 지도자가 없는 조직""이라며..."
"[속보] 합참, 북한군 요새화 작업 ""김정은 정권 혹독한 고립 초래""",2024.10.09.,파이낸셜뉴스,
"[속보] 이스라엘-헤즈볼라 휴전 협상 뉴욕증시 ""국제유가 급락""…로이터...",2024.10.09.,글로벌이코노믹,이스라엘-헤즈볼라 휴전 협상 소식에 나오면서 뉴욕증시에서 국제유가가 급락햇다. 국제유가 급락에 힘입어 뉴욕증시도 크게 반등했다. 9일 뉴욕증시에 따르면 이스라엘과 레바논 무장정파 헤즈볼라가 휴전 협상에 여지를 두고 있다는 입장을 내비치면서 국제유가가 크게 하락했다. 중동 지역 확전 우려가...
지하주차장 전기차 충전중 또 불… 아파트 지하 5층까지 2427대 주차 '아...,2024.10.09.,세계일보언론사 선정,화재 속보 설비로 인해 초기 화재 진압이 발 빠르게 이뤄져 큰 피해를 막았다. 9일 오전 3시쯤 전북 전주 한 아파트 단지 지하 주차장에서 충전 중 화재가... 소방 당국은 “지하 4층에서 연기가 많이 난다”는 아파트 관리사무소 직원의 신고와 자동화재속보설비를 통해 화재 발생을 인지하고 곧바로 진화대원...
"[속보]KT, 4차전서 연장 끝에 LG에 6-5승리…승부 5차전으로",2024.10.09.,뉴시스,후속기사가 이어집니다
"[속보] 브라질 대법원, X 브라질 내 서비스 재개 허용",2024.10.09.,글로벌이코노믹,브라질 대법원이 가짜뉴스의 진원지로 지목하며 규제의 칼을 꺼내들자 이에 강력 반발해 브라질 내 서비스까지 중단된 일론 머스크의 X가 다시 브라질에서 서비스를 할 수 있게 됐다고 AP통신이 9일(이하 현지시간) 보도했다. AP에 따르면 알렉산드르 드 모라에스 브라질 연방대법원 대법관은 “브라질...
"[속보]윤 ""한국, 다자간 자유무역 레짐 활성화에 앞장""",2024.10.09.,뉴시스,후속기사가 이어집니다
"[속보]윤 ""한중 각급 대화채널 복원 중…문제 발생시 즉각 대화""",2024.10.09.,뉴시스,후속기사가 이어집니다
"[속보]윤 ""물리력 의한 강제 통일, 대한민국 헌법이 인정 안해""",2024.10.09.,뉴시스,후속기사가 이어집니다
[속보]미국 9월 CPI 발표 앞두고 뉴욕증시 장초반 혼조세,2024.10.09.,국제뉴스,뉴욕증시 ⓒAFPBBNews 미국 뉴욕증시가 장초반 혼조세를 나타내고 있다. 9일(현지시각) 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전거래일 대비 0.15% 밀린 4만 2015.97로 장을 열었다. 스탠더드앤드푸어스(S&P)500지수는 전장보다 0.06% 떨어진 5747.44를 기록했다. 기술주 중심의 나스닥 종합...
"[속보]北 ""南 국경일대 요새화 공사 관련 미군에 전화통지문""",2024.10.09.,뉴시스,후속기사가 이어집니다
"[속보]시흥 광석동 비닐하우스 화재 사고 발생, 불로 인한 피해 주의",2024.10.09.,국제뉴스,"화재, 소방, 큰불 (사진은 기사와 관련없음. 국제뉴스DB) 시흥시 광석동 비닐하우스 화재 사고가 발생했다. 9일 오후 6시 31분쯤 시흥시 광석동 185-2번지에 위치한 비닐하우스에서 불이 났다. 시흥시는 안전 안내 문자를 통해 주변 차량들이 우회하고 인근 주민들은 창문을 닫는 등 안전사고 발생에 유의할 것을..."
"[속보]윤 ""아세안 지역 디지털·기후 대응·스마트시티 등 ODA 지원 확대...",2024.10.09.,뉴시스,후속기사가 이어집니다
[속보]강원도 홍천 연봉 청솔아파트 인근 멧돼지 출몰 경고,2024.10.09.,국제뉴스,"야생 멧돼지 (기사 내용과 관련 없음) / 사진=픽사베이 10월 9일, 강원도 홍천군 홍천읍에서 연봉 청솔아파트 부근에 멧돼지가 출몰하고 있다. 홍천군은 이날 안전 안내 문자를 통해 인근 주민들에게 안전에 유의할 것을 당부했다. 멧돼지는 예기치 않게 나타날 수 있는 야생동물로, 주민들의 안전을 위협할 수..."
"[속보]윤석열 대통령, 아세안 정상회의 참석 위해 라오스 도착",2024.10.09.,국제뉴스,"필리핀을 국빈 방문한 윤석열 대통령이 6일(현지시간) 필리핀 마닐라 니노이 아키노 국제공항에 도착, 의장대 사열을 받으며 공항을 나서고 있다. / 대통령실 윤석열 대통령, 아세안 정상회의 참석 위해 라오스 도착"
"[속보]윤 ""中, 안보·경제에 중요한 국가…'국제규범' 원칙 입각 공동 이...",2024.10.09.,뉴시스,후속기사가 이어집니다
"[속보]윤 ""통일 독트린, 北에 위협 안돼…시간 걸리더라도 통일 아젠다...",2024.10.09.,뉴시스,후속기사가 이어집니다
[속보]강원도 원주 태장2동·상록프라자 4동·상가동 일대 정전 발생,2024.10.09.,국제뉴스,"아파트 정전, 사진과 기사내용은 무관함 / 사진-국제뉴스DB 10월 9일, 강원특별자치도 원주시 태장동에서 정전이 발생했다. 이날 오후 6시 30분경 태장2동 상록프라자 4동 및 상가동 일부 지역에서 정전이 발생해 관계 당국이 현재 복구 작업에 나섰다. 원주시는 안전 안내 문자를 통해 주민들에게 안전사고..."
"코너, 오승환 없는 삼성, 백정현 마저 타구에 안면 강타 악재, ""병원 후...",2024.10.09.,스포츠조선,코너 오승환이 빠진 삼성 라이온즈 마운드에 또 다른 악재가 터졌다. 연습경기 중 백정현이 얼굴에 타구를 맞는 아찔한 사고로 즉시 교체됐다. 백정현은 9일 대구 라이온즈파크에서 열린 청백전에 청팀 선발 이승현에 이어 4회초 두번째 투수로 마운드에 올랐다. 선두 김헌곤 타석. 초구 스트라이크 후 2구째 높은...
"한동훈, ""김건희 여사 공개활동 자제 필요하다고 생각""",2024.10.09.,강원일보언론사 선정,"속보=국민의힘 한동훈 대표가 9일 김건희 여사가 공개 활동을 자제해야 한다는 당 일각의 요구에 대해 ""저도 그렇게 생각한다""고 말했다. 한 대표는 이날 윤일현 부산 금정구청장 후보 선거사무소에서 기자들과 만나 '친한(한동훈)계 의원들이 김 여사가 활동을 자제했으면 좋겠다고 발언한 보도가 나왔다'는..."
"중증질환연합회 ""갈등만 부추기는 '의대 5년제' 중단해야...정책 만든 책...",2024.10.09.,강원일보언론사 선정,"속보=정부의 의과대학 정원 증원과 의료 개혁을 둘러싼 의정(醫政) 갈등이 8개월째 접어든 가운데, 환자단체인 한국중증질환연합회는 9일 ""갈등만 부추기는 '의대 5년제' 정책을 중단해야 한다""고 촉구했다. 중증질환연합회는 이날 ""교육부는 막무가내로 의대 5년제 정책을 꺼내 들어 혼란을 키웠다""며 이렇게..."
"[속보] 이스라엘 국방장관 워싱턴 방문 전격 연기 ""국제유가 급락"" … 뉴...",2024.10.09.,글로벌이코노믹,"이스라엘 국방장관 워싱턴 방문 전격 연기 ""국제유가 급락"" … 뉴욕증시 대체 무슨 일? 이스라엘-이란 갈등 고조로 중동 정세가 일촉즉발의 위기 국면에 봉착한 가운데, 이스라엘 국방부 장관이 미국 방문을 전격 연기했다.미국방문 연기 소식속에 국제유가는 ㄱ브락 했다. 뉴욕증시에서는 이스라엘이 이란..."
"유승민 ""윤 대통령·검찰, 명태균의 입이 아니라 국민의 분노가 무서운...",2024.10.09.,강원일보언론사 선정,"속보=윤석열 대통령의 부인 김건희 여사의 공천 개입 의혹의 핵심 당사자인 명태균 씨 관련 논란과 관련, 국민의힘 유승민 전 의원은 9일 윤석열 대통령을 향해 ""명태균을 철저히 수사하고 법의 심판을 받게 하라""고 촉구했다. 유 전 의원은 이날 자신의 페이스북에 ""명태균의 입이 아니라 국민의 분노가 무서운 줄..."
"[속보]미국 뉴욕증시, 유가 급락에 나스닥-반도체 1.4% 급등 S&P-다우도 ...",2024.10.09.,소셜밸류,▲미국 뉴욕증시가 8일(현지시간) 전일의 하락세를 벗어나 기술주를 중심으로 3대 지수가 모두 상승하고 있다. 뉴욕증권거래소(NYSE)에서 한 트레이더가 업무를 보고 있다./사진=연합뉴스 젝홍 미국 뉴욕증시는 국제유가가 폭락하고 국채금리가 안정을 되찾자 기술주 중심의 나스닥 지수와...
폭발 앞둔 차량서 사고자 구조한 ‘슈퍼맨’ 고성 공무원들,21면 1단,강원일보언론사 선정,속보=중앙분리대를 들이받은 충격으로 차량 화재로 이어진 고성의 교통사고 현장(본보 지난 8일 온라인 보도)서 내부에 갇힌 부상자를 신속히 구조해낸 공무원들의 활약이 뒤늦게 전해졌다. 주인공은 고성군청 소속 장현준·전수민·최휘영 주무관. 이들은 지난 7일 밤 11시30분께 회식을 마치고 귀가하던 중...
남해군 미조면 섬마을 송전탑 복구,2024.10.09.,경남일보,속보=한국전력 경남본부는 남해군 미조면 내륙과 조도 사이 해상을 잇는 송전탑 복구공사가 완료됐다고 9일 밝혔다.(경남일보 8월 22일자 4면 보도) 이 송전선로는 지난 8월 20일 오후 2시 53분께 인근 해상을 지나던 예인용 선박 바지선에 실린 구조물에 의해 끊어진 지 49일 만에 복구됐다. 당시 이 사고로...
"[속보] 리버풀 선두 수성 '적신호' 켜졌다…'햄스트링 부상' 알리송, 무...",2024.10.09.,스포탈코리아,알리송 베케르(32·리버풀)가 다시 한번 쓰러졌다. 리버풀은 5일(현지시간) 영국 런던 셀허스트 파크에서 열린 크리스털 팰리스와 2024/25 프리미어리그 7라운드 원정 경기에서 디오구 조타의 결승골에 힘입어 1-0 신승을 거뒀다. 귀중한 승점 3점에도 웃지 못한 리버풀이다. 이날 알리송은 햄스트링 통증을...
임종룡은 왜 그랬을까[우보세],2024.10.09.,머니투데이,'우리가 보는 세상'(우보세)은 머니투데이 시니어 기자들이 속보 기사에서 자칫 놓치기 쉬운 '뉴스 속의 뉴스' '뉴스 속의 스토리'를 전하는 코너입니다. 최근 만난 농협 고위 관계자가 임종룡 우리금융그룹 회장 이야기를 꺼냈다. 역대 NH농협금융지주 회장 중 가장 훌륭한 회장을 꼽으라면 무조건 '임종룡...
