Title,Date,Press,Description
"[속보] ""이스라엘 내각, 전쟁 '다음 단계' 승인""…지상전 유력",2024.10.01.,뉴스1언론사 선정,
"[속보] 이스라엘군, 레바논 접경지서 대규모 공격 개시",2024.10.01.,한국경제언론사 선정,"이스라엘군, 레바논 접경지서 대규모 공격 개시"
"[속보] 이스라엘군 ""헤즈볼라 상대 제한적 지상 작전 시작""",2024.10.01.,YTN언론사 선정,"이스라엘군 ""헤즈볼라 상대 제한적 지상 작전 시작"" ""레바논 남부 국경의 헤즈볼라 목표물 겨냥"" ▶ 자세한 뉴스 잠시 뒤 이어집니다."
"[속보]이시바, 日 102대 총리로 공식 선출",2024.10.01.,뉴시스언론사 선정,후속기사가 이어집니다
"[속보]尹 ""北 도발 대응하기 위해 전략사령부 창설""",2024.10.01.,이데일리언론사 선정,尹 “北 도발에 대응하기 위해 전략사령부 창설”
[속보]9월 수출 587.7억달러…올해 최대 실적,2024.10.01.,아시아경제언론사 선정,
[속보] 9월 수출액 7.5% 증가…12개월 연속 '플러스',2024.10.01.,서울경제언론사 선정,지난달 수출액이 1년 전보다 7.5% 늘며 12개월 연속 성장세를 나타냈다. 1일 산업통상자원부와 관세청에 따르면 올해 9월 수출액은 전년 동기 대비 7.5% 증가한 588억 달러로 집계됐다. 반도체 수출은 136억 달러로 역대 최대치를 경신했다. 수입액은 2.2% 늘어난 521억 달러로 조사됐다. 무역수지는 67억...
"[속보]尹 ""적의 선의에 기댄 가짜평화는 신기루에 불과""",2024.10.01.,노컷뉴스언론사 선정,"尹 ""적의 선의에 기댄 가짜평화는 신기루에 불과"" ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
[속보]9월 반도체 수출 136억달러…사상 최대 경신,2024.10.01.,파이낸셜뉴스언론사 선정,
"[속보]롯데 레이예스, 201안타로 KBO리그 단일시즌 최다 안타 타이",2024.10.01.,뉴시스,후속기사가 이어집니다
"[속보] 윤 대통령 ""전략사령부 창설…북한 핵으로부터 국민 지키는 핵심...",2024.10.01.,뉴스1언론사 선정,
[속보] 尹 “한미동맹 기반으로 ‘한미일 안보협력’ 더욱 강화할 것”,2024.10.01.,매일경제언론사 선정,
[속보] 이란-이스라엘 전면전 위기 고조에 유가 3% 급등,2024.10.01.,뉴스1,
"[속보]9월 수출 587억불, 전년比 7.5%↑…12개월째 수출플러스",2024.10.01.,머니투데이,산업통상자원부와 관세청은 1일 '2024년 9월 수출입동향'을 발표하고 지난달 수출이 587억7000만달러로 집계됐다고 밝혔다. 지난해 9월에 비해 7.5% 증가한 수치로 12개월 연속 수출 증가세를 이어갔다. 수입은 같은 기간 2.2% 증가한 521억2000만달러다. 수출에서 수입을 뺀 무역수지는...
"[속보] MLB 전설적 안타왕 피트 로즈, 사망.. 향년 83세",2024.10.01.,라디오코리아,MLB의 전설 피트 로즈가 별세했다. 향년 83살이다. 연예 소식지 TMZ는 피트 로즈가 세상을 떠났다고 오늘(9월30일) 가장 먼저 보도했다. Fiterman Sports의 라이언 피터맨도 TMZ 보도가 맞다고 확인하고 오늘(9월30일) 라스베가스 자택에서 피트 로즈가 눈을 감았다고 전했다. 라이언 피터맨은 피트 로즈의...
[속보]미국 ISM제조업 PMI지수 예상치 하회,2024.10.01.,bnt뉴스,"미국의 9월 ISM제조업 PMI지수가 예상치보다 낮은 것으로 나타나며, 미국의 제조업 부문이 계속된 어려움을 겪고 있는 것으로 나타났다. 9월 ISM 제조업 구매자지수(PMI)는 47.2로, 시장 예상치인 47.6에 미치지 못했다. 이는 전월인 8월의 47.2와 동일한 수치로, 제조업 부문의 활동이 여전히 수축되고..."
"[속보] 헤즈볼라, 이스라엘 지상군 레바논 진입 부인",2024.10.01.,디지털타임스,"레바논 무장정파 헤즈볼라가 1일(현지시간) 이스라엘 지상군이 레바논으로 진입한 적이 없다고 밝혔다. AFP 통신과 알자지라 방송 등 보도에 따르면 무함마드 아피프 헤즈볼라 대변인은 이스라엘의 지상 작전 개시 발표 이후 첫 성명에서 ""(이스라엘) 점령군이 레바논에 진입했다는 주장은 모두 거짓""이라며..."
"[속보]윤 ""젊은 장병들 확고한 대적관 갖도록 해야""",2024.10.01.,뉴시스언론사 선정,후속기사가 이어집니다
"[속보] 이스라엘군 ""가능한 한 빨리 지상 작전 완료할 것""",2024.10.01.,뉴스1,
[속보]16개월 연속 무역흑자…對中 7개월 만에 흑자 전환,2024.10.01.,뉴시스언론사 선정,후속기사가 이어집니다
"[속보][뉴욕증시] 초반 약세 딛고 일제히 상승…애플, 2% 넘게 올라",2024.10.01.,파이낸셜뉴스언론사 선정,
"[속보]윤 ""북. 핵무시 사용 기도시 북 정권 종말의 날 될것""",2024.10.01.,뉴시스언론사 선정,후속기사가 이어집니다
"[속보]윤 대통령 ""국군통수권자로서 국군 장병 여러분 무한히 신뢰""",2024.10.01.,머니투데이,윤석열 대통령 1일 광화문 광장에서 열린 건군 76주년 국군의날 시가행진 주관.
[속보]9월 수출 7.5%↑ 587.7억…1년째 플러스·역대 동월 중 1위,2024.10.01.,뉴시스언론사 선정,후속기사가 이어집니다
[속보]미국 구인·이직 보고서(JOLTs) 예상치 상회,2024.10.01.,bnt뉴스,"미국의 8월 구인·이직 보고서(JOLTs)가 예상치 상회하는 것으로 나타났다. 미국 노동부가 발표한 최신 JOLTs(구인, 이직 보고서)에 따르면, 8월의 구인 건수가 8.040백만 건으로 집계되었다. 이는 시장 예상치인 7.640백만 건을 크게 상회하며, 7월의 7.711백만 건에 비해 증가한 수치이다. 이는 미국 내 구인..."
"[속보] 尹 국군의날 기념사…""北, 적대적 두 국가론으로 통일 부정""",2024.10.01.,연합뉴스,
"[속보]윤 ""안보환경 급변…첨단과학기술 기반 국방혁신 이뤄내야""",2024.10.01.,뉴시스언론사 선정,후속기사가 이어집니다
[속보] 버스 훔친 뒤 통일대교 건너 북한 향하던 30대 탈북민 체포,2024.10.01.,국제뉴스,"""경찰 로고"" 마을버스를 훔친 뒤 통일대교 건너려던 30대 탈북민이 검거됐다. 1일 경기 파주경찰서에 따르면 이날 오전 1시쯤 30대 탈북 남성 A씨가 파주 문산읍의 한 차고지에 주차된 마을버스를 훔쳐 달아났다가 경찰에 붙잡혔다."
"[속보] KT, 두산 나와라…최초로 열린 5위 결정전서 SSG에 역전승",2024.10.01.,뉴스1,
"[속보]윤 ""K방산, 아시아 넘어 유럽 중동 누비며 안보·경제 뒷받침""",2024.10.01.,뉴시스언론사 선정,후속기사가 이어집니다
"[속보] 비트코인 3% 이상 급락, 6만4000달러 붕괴",2024.10.01.,뉴스1,
[속보] 전주 도로서 승용차 5중 추돌...1명 심정지·2명 경상,2024.10.01.,뉴스핌,1일 오후 4시 16분쯤 전북 전주시 완산구 상림동의 한 도로에서 승용차 5대가 연쇄 추돌해 다수 부상자가 발생했다. 이 사고로 1명이 크게 다쳐 심정지 상태로 병원에 옮겨졌다. 또 2명은 가벼운 부상을 입고 병원에서 치료를 받고 있다. 1일 오후 4시 16분쯤 전북 전주시 완산구 상림동의 한...
[속보] 9월 무역수지 67억달러…16개월 연속 흑자 행진,2024.10.01.,뉴스1,
"[속보] ""이스라엘 당국자들 '레바논 남부서 지상작전 시작'""<로이터>",2024.10.01.,연합뉴스,
"[속보] 이강인, 라이트윙 선발 출격…UCL 아스널전 예상라인업 '오른쪽...",2024.10.01.,엑스포츠뉴스,에미레이츠 스타디움에서 선발 출격하는 이강인을 기대해도 좋을까. 프랑스 유력 언론이 유럽축구연맹(UEFA) 챔피언스리그 파리 생제르맹(PSG)-아스널 맞대결에서 이강인이 오른쪽 날개 선발 출격한다고 예측했다. 이번 시즌 공식전에서 여러 차례 맹활약하고도 주요 경기에선 벤치로 밀리는 설움을 겪었으나...
[속보] 여수 소거문도 앞 해상 어선 전복...여수해경 실종자 수색중,2024.10.01.,여수넷통뉴스,"▲ 1일 오후 소거문도 해상에 전복된 어선을 여수해경이 긴급출동해 구조하고 있다 ⓒ여수해경 제공 여수해양경찰서(서장 최경근)는 ""4톤급 어선 A호(연안자망, 고흥선적)가 전복돼 승선원 4명 중 3명을 민간 어선에서 구조하고, 선장 1명이 실종돼 수색 중이다""고 밝혔다. 여수해경에 따르면 1일 오후 7시 20분께..."
"[속보] 대통령 국군의날 기념사 “北, 핵사용 기도시 정권종말”",2024.10.01.,국제신문,"대통령 국군의날 기념사 “北, 핵사용 기도시 정권종말” 윤 대통령은 1일 경기도 성남시 서울공항에서 열린 ‘건군 76주년 국군의날 기념식’에서 “북한 정권은 지금이라도 핵무기가 자신을 지켜준다는 망상에서 벗어나야 할 것”이라며 이같이 밝혔다. 윤 대통령은 “북한 정권은 여전히 퇴행과 몰락의 길을..."
"[속보] 윤 대통령 ""북한, 몰락의 길 고집하고 핵·미사일로 위협""",2024.10.01.,뉴스1,
[속보] 미증시 일제 상승…S&P500 0.42%↑ 또 사상 최고,2024.10.01.,뉴스1,
"[속보]윤 대통령 ""국군 장병은 자유 대한민국의 든든한 토대""",2024.10.01.,머니투데이,윤석열 대통령 1일 광화문 광장에서 열린 건군 76주년 국군의날 시가행진 주관.
"[속보] 윤 대통령 ""국군의 뜨거운 애국·충정심이 자유와 번영의 토대""",2024.10.01.,뉴스1,
[속보]광주 어등대교 긴급 복구 작업으로 교통 정체...우회 당부,2024.10.01.,국제뉴스,"속보(사진=국제뉴스DB) 광주 어등대교 신축이음장치 파손으로 인해 복구 작업이 진행되고 있다. 10월 1일, 광주 어등대교(운수IC 방향, 하남 방향)의 신축 이음장치가 파손됨에 따라 관계 당국이 긴급 복구 작업에 돌입했다. 이로 인해 해당 구간에서 차량 정체가 이어지고 있으며 시는 안전 안내 문자를 통해..."
"[속보] 이스라엘, 레바논 국경 마을 봉쇄…레바논군, 국경서 철수",2024.10.01.,뉴스1,
"[속보]윤 대통령·김건희 여사, 제76주년 국군의날 기념행사 참석",2024.10.01.,머니투데이,윤석열 대통령 부부 1일 서울공항에서 열린 제 76주년 국군의날 기념식 참석.
"[속보]윤 대통령 ""대한민국, 국군의 헌신과 희생 위에 설립""",2024.10.01.,머니투데이,윤석열 대통령 1일 서울공항에서 열린 건군 76주년 국군의날 기념식 기념사.
[속보] 9월 수출 7.5%↑ '12개월 연속 플러스'…반도체 136억달러 '사상...,2024.10.01.,뉴스1,
"[속보] 尹 ""북한 정권, 퇴행과 몰락의 길 고집""",2024.10.01.,디지털타임스,"尹 ""북한 정권, 퇴행과 몰락의 길 고집"""
"[속보] 'MLB안타왕' 피트 로즈, 83세 일기로 사망",2024.10.01.,국제뉴스,피트 로즈. 사진제공/AFP통신 미국프로야구 메이저리그(MLB) 역대 최다 안타왕이자 승부 조작 혐의로 선수 자격 정지 처분을 받고 불명예를 안은 피트 로즈가 30일(현지시간) 83세를 일기로 사망했다. AFP통신에 따르면 현지 언론은 끈기 있는 노력과 과감한 결단력으로 '찰리 허슬'으로 불렸던 신시내티...
"[속보]윤 대통령 ""국방 역량 대폭 강화하는 전략사령부 창설""",2024.10.01.,머니투데이,윤석열 대통령 1일 서울공항에서 열린 건군 76주년 국군의날 기념식 기념사.
"[속보] 이스라엘, 레바논 국경 넘었다…美 “제한적 지상전”",2024.10.01.,국제신문,"이스라엘군 북부사령부는 지난달 30일(현지시간) 오후 8시 40분께 성명을 내고 메툴라, 미스가브암, 크파르길라디 등 레바논 국경에 접한 지역을 군사제한구역으로 선포했다고 밝혔다. 곧이어 레바논군은 이스라엘 접경지 여러 지점에서 병력을 철수하기 시작했다. 로이터 통신은 레바논군이 최소 5㎞ 후방으로..."
"[속보] ""어린이대공원 내 폭발물 설치 의심 신고""",2024.10.01.,금강일보,"서울 어린이대공원 내 폭발물 설치 의심 신고가 접수됐다. 이날 오전 6시 16분 경 ""현재 광진구 능동 어린이대공원 내 폭발물 설치 의심 신고가 접수돼 전면 통제하고 있다""며 ""시민 여러분들은 통제에 협조해주시 바란다""는 재난안전문자가 발송됐다. 한편 폭발물 테러시 행동 요령은 다음과 같다. 우선 폭발물..."
"[속보]윤 대통령 ""튼튼한 안보와 강한군대…국민과 함께 만드는 것""",2024.10.01.,머니투데이,윤석열 대통령 1일 서울공항에서 열린 건군 76주년 국군의날 기념식 기념사.
"[속보]윤 대통령 ""강력한 군사력·뛰어난 기술력…첨단 과학기술 강군""",2024.10.01.,머니투데이,윤석열 대통령 1일 서울공항에서 열린 건군 76주 국군의날 기념식 기념사.
[속보] 대중국 수출 올해 들어 최대,2024.10.01.,아시아투데이,대중국 수출 올해 들어 최대
"[속보]尹대통령, 내일 與 원내지도부와 용산서 격려만찬",2024.10.01.,전국매일신문,
"[속보]윤 대통령 ""군 의식주 등 제반환경 계속 개선…합당한 처우 보장...",2024.10.01.,머니투데이,윤석열 대통령 1일 서울공항에서 열린 건군 76주년 국군의날 기념식 기념사.
"[속보]윤 대통령 ""군의 뜨거운 애국심·충성심, 자유와 번영의 토대""",2024.10.01.,머니투데이,윤석열 대통령 1일 서울공항에서 열린 건군 76주년 국군의날 기념식 기념사.
"[속보]윤 대통령 ""美 B-52 한반도 최초 착륙…강력한 확장억제 행동으로...",2024.10.01.,머니투데이,윤석열 대통령 1일 서울공항에서 열린 건군 76주년 국군의날 기념식 기념사.
"[속보]윤 대통령 ""한미, 워싱턴 선언 기점, 핵기반 동맹으로 업그레이드...",2024.10.01.,머니투데이,윤석열 대통령 1일 서울공항에서 열린 건군 76주 국군의날 기념식 기념사.
"[속보] 尹 ""의료개혁 흔들림 없이 추진…의료계 대척점 아냐""",2024.10.02.,중앙일보언론사 선정,"윤석열 대통령은 2일 의료 개혁과 관련해선 “지금 고령화 사회, 지역·필수 의료가 무너지는 상황에서 의료 개혁은 반드시 필요하다”며 “미룰 수 없는 과제”라고 강조했다. 이날 신동욱 원내수석대변인 브리핑에 따르면 윤 대통령은 국민의힘 원내지도부와 용산 대통령실 청사 앞 ‘파인그라스’에서 개최한..."
"[속보] 윤, 이시바 일본 신임 총리와 통화...""협력 증진하자""",2024.10.02.,YTN언론사 선정,"윤 대통령, 이시바 일본 신임 총리와 통화 윤 ""앞으로 긴밀히 소통하며 협력 증진시켜 나가자"" 양 정상 ""내년 한일관계 도약할 좋은 계기"" 뜻 모아 양 정상, 한일·한미일 단합 대응 필요성에 공감 셔틀외교 지속…이른 시일 내 만나 의견 교환하기로 ▷ 자세한 뉴스가 곧 이어집니다."
"[속보] '여신도 성폭행' JMS 정명석, 징역 23년→17년 2심서 '감형'",2024.10.02.,한국경제언론사 선정,여신도들을 성폭행하고 강제 추행한 혐의로 1심에서 징역 23년을 선고받은 기독교복음선교회(통칭 JMS) 총재 정명석 씨가 항소심에서 징역 17년으로 감형됐다. 대전고법 형사3부(김병식 부장판사)는 2일 준강간·준유사강간·강제추행·준강제추행 등 혐의 사건 항소심 선고공판에서 정씨에게 징역 17년을...
"[속보] 문체부 “축구협회, 홍명보 감독 선임 절차 위반···이임생 선임...",2024.10.02.,매일경제언론사 선정,"대한축구협회가 홍명보, 위르겐 클린스만 축구대표팀 감독을 선임하는 과정에서 여러 차례에 거쳐 내부 규정을 지키지 않은 것으로 문화체육관광부 감사 과정에서 드러났다. 문체부는 2일 오전 서울 종로구 정부서울청사 별관에서 축구협회 감독 선임 관련 감사에 대한 중간발표를 했다. 문체부 감사에 따르면..."
"[속보] 법원, ‘고려아연 자사주 취득금지’ 가처분 신청 기각",2024.10.02.,국민일보언론사 선정,법원이 영풍 측에서 낸 고려아연의 자기주식 취득금지 가처분신청을 기각했다. 서울중앙지법 민사50부(부장판사 김상훈)는 2일 영풍 측이 고려아연 최윤범 회장 측을 상대로 제기한 자기주식 취득금지 가처분신청을 기각 결정했다. 법원 결정으로 고려아연은 경영권 방어수단 중 하나인 자사주 매입을 계속...
"[속보] 윤, 김건희 특검법 등 3개 법안 거부권 행사",2024.10.02.,YTN언론사 선정,"윤석열 대통령은 야당이 강행 처리한 김건희 여사 특검법과 채 상병 특검법, 지역화폐법에 대해 거부권을 행사했습니다. 대통령실은 윤 대통령이 지난달 30일, 한덕수 총리 주재 국무회의에서 의결된 세 법안에 대한 재의요구권을 조금 전 재가했다고 밝혔습니다. 윤 대통령이 이들 세 개 법안에 거부권을..."
